TIME_STAMP,MEASURED_VALUE
2023-02-03 00:00,5749.84345
2023-02-03 01:00,5387.60725
2023-02-03 02:00,5045.0578
2023-02-03 03:00,4747.13165
2023-02-03 04:00,4681.50915
2023-02-03 05:00,4711.6955
2023-02-03 06:00,4962.37345
2023-02-03 07:00,5274.73655
2023-02-03 08:00,5626.47315
2023-02-03 09:00,5835.1527
2023-02-03 10:00,5913.8997
2023-02-03 11:00,5970.33505
2023-02-03 12:00,5983.45955
2023-02-03 13:00,5913.8997
2023-02-03 14:00,5811.5286
2023-02-03 15:00,5755.09325
2023-02-03 16:00,5942.7736
2023-02-03 17:00,6179.0146
2023-02-03 18:00,6259.07405
2023-02-03 19:00,6196.07645
2023-02-03 20:00,6033.33265
2023-02-03 21:00,5849.58965
2023-02-03 22:00,5808.9037
2023-02-03 23:00,5736.71895
