2023-01-23 00:00,6377.19455
2023-01-23 01:00,6003.1463
2023-01-23 02:00,5600.22415
2023-01-23 03:00,5327.23455
2023-01-23 04:00,5295.73575
2023-01-23 05:00,5462.4169
2023-01-23 06:00,5963.7728
2023-01-23 07:00,6450.69175
2023-01-23 08:00,6694.80745
2023-01-23 09:00,6727.6187
2023-01-23 10:00,6701.3697
2023-01-23 11:00,6646.2468
2023-01-23 12:00,6610.81065
2023-01-23 13:00,6529.43875
2023-01-23 14:00,6385.06925
2023-01-23 15:00,6337.82105
2023-01-23 16:00,6637.05965
2023-01-23 17:00,6904.79945
2023-01-23 18:00,6945.4854
2023-01-23 19:00,6937.6107
2023-01-23 20:00,6815.55285
2023-01-23 21:00,6696.1199
2023-01-23 22:00,6598.9986
2023-01-23 23:00,6521.56405
