TIME_STAMP,MEASURED_VALUE
2023-02-06 00:00,5997.8965
2023-02-06 01:00,5664.5342
2023-02-06 02:00,5286.5486
2023-02-06 03:00,4983.37265
2023-02-06 04:00,4988.62245
2023-02-06 05:00,5130.36705
2023-02-06 06:00,5693.4081
2023-02-06 07:00,6147.5158
2023-02-06 08:00,6387.69415
2023-02-06 09:00,6407.3809
2023-02-06 10:00,6354.8829
2023-02-06 11:00,6322.07165
2023-02-06 12:00,6198.70135
2023-02-06 13:00,6117.32945
2023-02-06 14:00,5899.46275
2023-02-06 15:00,5930.96155
2023-02-06 16:00,6215.7632
2023-02-06 17:00,6588.499
2023-02-06 18:00,6744.68055
2023-02-06 19:00,6692.18255
2023-02-06 20:00,6584.56165
2023-02-06 21:00,6362.7576
2023-02-06 22:00,6272.19855
2023-02-06 23:00,6189.5142
