TIME_STAMP,MEASURED_VALUE
2023-02-07 00:00,6050.3945
2023-02-07 01:00,5593.6619
2023-02-07 02:00,5279.98635
2023-02-07 03:00,5033.24575
2023-02-07 04:00,4961.061
2023-02-07 05:00,5119.86745
2023-02-07 06:00,5638.2852
2023-02-07 07:00,6130.45395
2023-02-07 08:00,6343.07085
2023-02-07 09:00,6406.06845
2023-02-07 10:00,6356.19535
2023-02-07 11:00,6315.5094
2023-02-07 12:00,6169.82745
2023-02-07 13:00,6087.1431
2023-02-07 14:00,5954.58565
2023-02-07 15:00,5965.08525
2023-02-07 16:00,6230.20015
2023-02-07 17:00,6619.9978
2023-02-07 18:00,6705.30705
2023-02-07 19:00,6661.9962
2023-02-07 20:00,6508.43955
2023-02-07 21:00,6458.56645
2023-02-07 22:00,6306.32225
2023-02-07 23:00,6179.0146
