2023-01-26 00:00,6383.7568
2023-01-26 01:00,5975.58485
2023-01-26 02:00,5539.85145
2023-01-26 03:00,5408.60645
2023-01-26 04:00,5282.61125
2023-01-26 05:00,5419.10605
2023-01-26 06:00,6045.1447
2023-01-26 07:00,6483.503
2023-01-26 08:00,6591.1239
2023-01-26 09:00,6605.56085
2023-01-26 10:00,6512.3769
2023-01-26 11:00,6412.6307
2023-01-26 12:00,6247.262
2023-01-26 13:00,6144.8909
2023-01-26 14:00,6025.45795
2023-01-26 15:00,5990.0218
2023-01-26 16:00,6324.69655
2023-01-26 17:00,6816.8653
2023-01-26 18:00,6913.9866
2023-01-26 19:00,6860.17615
2023-01-26 20:00,6734.18095
2023-01-26 21:00,6584.56165
2023-01-26 22:00,6462.5038
2023-01-26 23:00,6328.6339
