TIME_STAMP,MEASURED_VALUE
2023-01-20 00:00,6168.515
2023-01-20 01:00,5768.21775
2023-01-20 02:00,5383.6699
2023-01-20 03:00,5096.24335
2023-01-20 04:00,4961.061
2023-01-20 05:00,4974.1855
2023-01-20 06:00,5167.11565
2023-01-20 07:00,5528.0394
2023-01-20 08:00,5874.5262
2023-01-20 09:00,6137.0162
2023-01-20 10:00,6211.82585
2023-01-20 11:00,6234.1375
2023-01-20 12:00,6159.32785
2023-01-20 13:00,6009.70855
2023-01-20 14:00,5791.84185
2023-01-20 15:00,5692.09565
2023-01-20 16:00,5891.58805
2023-01-20 17:00,6182.95195
2023-01-20 18:00,6165.8901
2023-01-20 19:00,6047.7696
2023-01-20 20:00,5990.0218
2023-01-20 21:00,5925.71175
2023-01-20 22:00,5970.33505
2023-01-20 23:00,6008.3961
