2023-01-22 00:00,6110.7672
2023-01-22 01:00,5776.09245
2023-01-22 02:00,5374.48275
2023-01-22 03:00,5073.9317
2023-01-22 04:00,4997.8096
2023-01-22 05:00,5174.99035
2023-01-22 06:00,5824.6531
2023-01-22 07:00,6368.0074
2023-01-22 08:00,6617.3729
2023-01-22 09:00,6748.6179
2023-01-22 10:00,6732.8685
2023-01-22 11:00,6698.7448
2023-01-22 12:00,6612.1231
2023-01-22 13:00,6537.31345
2023-01-22 14:00,6403.44355
2023-01-22 15:00,6350.94555
2023-01-22 16:00,6635.7472
2023-01-22 17:00,6882.4878
2023-01-22 18:00,6995.3585
2023-01-22 19:00,6878.55045
2023-01-22 20:00,6805.05325
2023-01-22 21:00,6732.8685
2023-01-22 22:00,6597.68615
2023-01-22 23:00,6497.93995
