2023-01-25 00:00,6461.19135
2023-01-25 01:00,6005.7712
2023-01-25 02:00,5646.1599
2023-01-25 03:00,5345.60885
2023-01-25 04:00,5297.0482
2023-01-25 05:00,5534.60165
2023-01-25 06:00,6013.6459
2023-01-25 07:00,6476.94075
2023-01-25 08:00,6700.05725
2023-01-25 09:00,6671.18335
2023-01-25 10:00,6589.81145
2023-01-25 11:00,6484.81545
2023-01-25 12:00,6382.44435
2023-01-25 13:00,6215.7632
2023-01-25 14:00,6088.45555
2023-01-25 15:00,6093.70535
2023-01-25 16:00,6434.94235
2023-01-25 17:00,6912.67415
2023-01-25 18:00,7005.8581
2023-01-25 19:00,6912.67415
2023-01-25 20:00,6889.05005
2023-01-25 21:00,6690.8701
2023-01-25 22:00,6696.1199
2023-01-25 23:00,6507.1271
