TIME_STAMP,MEASURED_VALUE
2023-02-05 00:00,5814.1535
2023-02-05 01:00,5476.85385
2023-02-05 02:00,5094.9309
2023-02-05 03:00,4848.1903
2023-02-05 04:00,4783.88025
2023-02-05 05:00,4954.49875
2023-02-05 06:00,5528.0394
2023-02-05 07:00,6056.95675
2023-02-05 08:00,6303.69735
2023-02-05 09:00,6360.1327
2023-02-05 10:00,6281.3857
2023-02-05 11:00,6265.6363
2023-02-05 12:00,6080.58085
2023-02-05 13:00,5978.20975
2023-02-05 14:00,5811.5286
2023-02-05 15:00,5816.7784
2023-02-05 16:00,6063.519
2023-02-05 17:00,6505.81465
2023-02-05 18:00,6617.3729
2023-02-05 19:00,6589.81145
2023-02-05 20:00,6448.06685
2023-02-05 21:00,6284.0106
2023-02-05 22:00,6219.70055
2023-02-05 23:00,6121.2668
