2023-01-27 00:00,6273.511
2023-01-27 01:00,5860.08925
2023-01-27 02:00,5556.9133
2023-01-27 03:00,5310.1727
2023-01-27 04:00,5156.61605
2023-01-27 05:00,5174.99035
2023-01-27 06:00,5402.0442
2023-01-27 07:00,5783.96715
2023-01-27 08:00,6067.45635
2023-01-27 09:00,6224.95035
2023-01-27 10:00,6160.6403
2023-01-27 11:00,6158.0154
2023-01-27 12:00,6024.1455
2023-01-27 13:00,5982.1471
2023-01-27 14:00,5768.21775
2023-01-27 15:00,5710.46995
2023-01-27 16:00,5988.70935
2023-01-27 17:00,6406.06845
2023-01-27 18:00,6484.81545
2023-01-27 19:00,6455.94155
2023-01-27 20:00,6294.5102
2023-01-27 21:00,6139.6411
2023-01-27 22:00,6122.57925
2023-01-27 23:00,6081.8933
