2023-01-29,00:00,6075.59379633789
2023-01-29,01:00,5688.42104633789
2023-01-29,02:00,5305.71049816894
2023-01-29,03:00,5055.5574
2023-01-29,04:00,5001.74695
2023-01-29,05:00,5210.68892591553
2023-01-29,06:00,5865.86390183105
2023-01-29,07:00,6393.73154816894
2023-01-29,08:00,6563.03759816894
2023-01-29,09:00,6636.00994633789
2023-01-29,10:00,6562.51274633789
2023-01-29,11:00,6530.7512
2023-01-29,12:00,6438.8797
2023-01-29,13:00,6343.59570183105
2023-01-29,14:00,6218.65084633789
2023-01-29,15:00,6282.17329816894
2023-01-29,16:00,6667.77085183105
2023-01-29,17:00,6934.72305366211
2023-01-29,18:00,6979.08424816895
2023-01-29,19:00,6918.44880183105
2023-01-29,20:00,6813.19069633789
2023-01-29,21:00,6659.63404633789
2023-01-29,22:00,6523.66409816895
2023-01-29,23:00,6427.06765
