2023-01-27,00:00,6224.95035
2023-01-27,01:00,5818.87844816894
2023-01-27,02:00,5435.90515366211
2023-01-27,03:00,5152.94112591553
2023-01-27,04:00,5049.25757591553
2023-01-27,05:00,5119.34259816895
2023-01-27,06:00,5391.80734633789
2023-01-27,07:00,5746.16884633789
2023-01-27,08:00,6039.63215366211
2023-01-27,09:00,6203.95115
2023-01-27,10:00,6180.85190183105
2023-01-27,11:00,6111.55479816895
2023-01-27,12:00,6035.69480366211
2023-01-27,13:00,5906.025
2023-01-27,14:00,5788.42935183105
2023-01-27,15:00,5818.35359633789
2023-01-27,16:00,6228.8877
2023-01-27,17:00,6564.08730183105
2023-01-27,18:00,6639.42180366211
2023-01-27,19:00,6600.57379633789
2023-01-27,20:00,6476.15315183105
2023-01-27,21:00,6248.31170366211
2023-01-27,22:00,6140.42869816894
2023-01-27,23:00,6069.29365183105
