2023-01-28,00:00,6016.2708
2023-01-28,01:00,5710.46995
2023-01-28,02:00,5307.81022591553
2023-01-28,03:00,5023.53374816894
2023-01-28,04:00,4875.75175
2023-01-28,05:00,4852.12765
2023-01-28,06:00,4965.52320233105
2023-01-28,07:00,5160.02854816895
2023-01-28,08:00,5468.45429816894
2023-01-28,09:00,5771.89235366211
2023-01-28,10:00,5981.35950183105
2023-01-28,11:00,6115.49214816894
2023-01-28,12:00,6117.32945
2023-01-28,13:00,6040.15764633789
2023-01-28,14:00,5892.11290183105
2023-01-28,15:00,5919.1495
2023-01-28,16:00,6250.67449816894
2023-01-28,17:00,6437.30450366211
2023-01-28,18:00,6439.66729816894
2023-01-28,19:00,6466.17840366211
2023-01-28,20:00,6435.72994816895
2023-01-28,21:00,6356.45809633789
2023-01-28,22:00,6329.94635
2023-01-28,23:00,6190.30179816894
